pid,dream,dejavu,conflict,award
35865,"Rationally thinking, if they're a loved one I've probably noticed signs of their declining health by now, and it's probably a coincidence fueled by the fact that I subconsciously knew something was wrong/ they might die soon. I would probably spend a lot of time thinking about the situation and trying to rationalize it and question supernatural factors, but I think ultimately the only way I will ever be able to explain it is with the rational approach I just took. Maybe there is something spiritual or divine governing our lives and occurrences like these, but I think it's unknowable.","I think they probably innately click with my personality or my ""soul"" really well. There's something about them and the way they view the world that matches my outlook on the world and every aspect of myself so completely. This is probably due to shared experiences, biology, life philosophies etc. We are each other's perfect matches in a way, because we have such a connection without having known each other. ",I probably did something wrong or dissapointed them in some way. Or maybe they just perceive that I did something wrong. I probably am wrestling with the want to defend myself and frustration at them as well as guilt and the want to make things right. ,"I received some sort of award for changing the world, maybe in a policy or scientific endeavor. Whatever I'm getting the award for helps other people. I spent a lot of time and used my knowledge and creativity to bring about that change. I'm elated, it feels like I've actually done something significant with my life. "
57713,"I don't consider myself a particularly very religious person but i think that a higher power must have had some role in that, i find it difficult to believe that that could just coincidentally happen the night before their death, I do believe in ghosts and spirits however, so maybe that too.","I think that meeting these people is a part of fate, that its just meant to happen, i haven't personally experienced this but i believe that if i ever were to that it would be destiny that it happened because of the rarity of it ever happening, i don't think many people find someone so similar to them so if they do then it must be written in the stars.","If someone is angry at me I almost always think that i am at fault for it, I know that there are times when people can be angry at others because they've had a bad day or they're in a mood but I cant help but put myself in their shoes, when I am upset for external reasons i don't take my anger out on other people so i cant imagine others doing it either. I imagine i might've said or done something to upset them and I always feel guilty even after apologizing.","I imagine myself receiving an honors award because I've always worked so hard at school, I always strive to get high grades and participate in extracurricular. I feel happy and proud of myself but i also feel contentment because its an indicator that my hard work has actually paid off."
91343,"I don't know why this happens. A similar situation like this has actually happened to me before and I wonder what kind of sick joke God is trying to play on me. But then I began to realize that it's actually the goodbye you always wanted. It might not be the ideal goodbye you would of liked, but it is at least something. ",This has happened because we were able to open up with each other. We were able to talk about our childhood and express our feelings. we were asked deeper questions that really made us think. It created safety and security between us and now we feel like we can talk about almost anything. ,They are angry at me because I didn't communicate well enough with them. They are angry because they feel like I don't put the same energy and effort that they put into me. I feel confused and concerned. I feel confused because I feel like I have done nothing wrong and I am already stressed out as it is trying to make them happy. I feel concerned because I wonder if other people feel this way. ,"I have just received a national championship 1st place medal. Hard work and obsession brought me to this award. I feel relived. I feel relieved because I have endured so much effort, pain, and persistence into this sport and it has finally paid off. I feel like I can do anything and accomplish anything I set my mind to. "
23806,"In my opinion, this might just be coincidence. If they visit you in your dream and they die the same night, then it is just coincidence, not some divine or spiritual intervention. This might also be because their health was suffering, and you were thinking you wanted to have one last conversation with them before they die. This never happened in real life but did in your dream. ","This is because we connect with each other very well. I am someone who feeds off of other people's enthusiasm and charisma. Therefore, if someone is enthusiastic towards me, I will be the same towards them. This is also the case if we share many similarities, such as if we were from the same hometown or similar nationalities. We could connect with each other on a more deeper level than just acquaintances. ","Someone is angry at me because I embarrassed them in front of their friends and family. I was just making a joke, but I did not know that they would feel this way about what I was saying. I tried to apologize to them but they would not accept it or even talk to me. I feel embarrassed as well because of this. ","I received an award for first place at a piano competition. I practiced this piece that tested my limits and abilities on the piano since it was very difficult and impressed the judges. I spent countless hours practicing for this one competition and it felt like all my hard and meticulous practicing has paid off. Not only do I feel overjoyed, I also feel satisfied and confident in my ability to play the piano. My self-esteem is at an all-time high. "
41724,"I think this happens because there is some greater force. Whether you believe in religion or not, I do, I think the world has only so many answers to our questions. In order to explain something like this, I would like to think there's a greater power at play.","I think this happened because we probably had a similar upbringing. If our lives have been similar up to the point of meeting, it would make sense for us to see eye to eye. Interactions like this are effortless and calming because you can just be yourself. With someone you feel like you have known, there's no performance.",They are likely angry at me because I did something that they did not want me to do. I probably felt the need to act on something for personal gain but they asked me not to. I feel like I had to do it because it was the right thing but they don't see that yet. ,"I would like to think I received an award for a contribution of my work to the world, in whatever field I choose. I think the path I am going down now is leading me toward real estate development, so an award for sustainable developments would be great. I think I can achieve this by learning a lot in my early career. I would feel great to be recognized for a contribution or anything I find honorable"
63420,"I think this happens because of the bond experienced between myself and my loved one. When you develop a deep connection with another person you are linked on so many different planes of being where you feel as though you can read that other persons mind. This relative did not actually visit me in my sleep, but I believe they were thinking about me before they died and what they wanted me to know about life. Then because of that deep connection we have my subconscious perhaps felt them passing and imagined what they would want to tell us, or what I would want them to tell me.","I think people can click with each other. If you meet someone who you feel an instant connection with it is most likely due to them complementing your personality in the best way possible. If you feel that spark with someone it would be because your brain recognizes that there is something about them that makes you feel safe and comfortable. This can happen both because your personalities complement each other, and be because there is a certain aspect to their energy that you feel in tune with. ",If someone was angry with me it would probably be because I said the wrong thing to them about something they might have been sensitive about. I often feel like I do not always know the exact right thing to say to someone about something they are dealing with and so I might turn to humor. They might not believe that my attempt at humor was appropriate causing them to be angry with me. I would feel absolutely terrible about the situation where I would remember what it was that I did to make them so angry and make sure I never repeated those actions to anyone.,"I would receive the award for something academic based. It would most likely be the highest grade in a class or the student that shows the most efforts in their studies. I was able to achieve this award because I put a lot of work and effort into all my academic pursuits. I do not enjoy failing academically and try everything not to. I would feel very proud of myself for getting this award, but possibly indifferent as i would wish it was for something I was more passionate about. "
34927,I am not sure to be honest but I would definitely take that information from my dream to heart. I feel like our brain sometimes works in ways that we cannot explain yet. I would hope to remember the dream and would think about it often due to my relative passing that next morning,I would just assume that it is because we have a lot in common and get along well. I do not believe in having a pass life as it is not preached in my religion. So I would want to get to know the person more since we obvious got a long very well. ,"I am not sure why someone would be angry with me. I don't think I have been mean or unjust to anyone recently. But if one was angry with me I would want to diffuse the situation and figure out why they are upset. Then we could talk it out and come to a solution
",I received the award of being accepted into the business school. I worked hard on my studies all throughout my freshman year and did plenty of career related extracurricular activities that made me a competitive applicant. I feel super excited and proud of myself that I will be able to explore a career in something I want to do. 
21973,"I had this experience with my grandfather and this puzzles me every time this comes up. I don't understand how something inside me knew that the next day, he was going to die. I guess it has to do a lot with the circumstances, but if they are in the hospital or really sick, this may contribute to dreams contents. ","Some people have more similarities with each other than in other interactions. When this happens, it makes you feel like you've known each other for longer than you really have. I had this experience with one of my closest friends who I met last year. She and I clicked like we have known each other our entire lives just because we are so similar.  ","Someone is angry at me for not having time to help them with something. I had too much in my schedule to drive them to the grocery store and now they are upset with me. I feel very guilty and apologize profusely, but this doesn't make it up to them. I tell them I will take them next week.","I received the award for some sort of history research thesis. Through my hard work in my major and by applying myself, I was able to do this. I am very proud of myself. Looking back on my actions, I see that I earned this through all my education leading up to the moment.  "
75837,"Maybe there were signs throughout my life that that person was going to die soon, such as other family members fretting over them or a heightened sense of tension in my family. Perhaps those subtle little signs made their way into my dreams. I feel like it's too cheesy to think that I would somehow know just because we are related, even though i haven't seen them in a long time.","Maybe we have had similar life experiences or have had similar upbringings. Maybe a lot of the things that I have experienced they have also experienced, and perhaps such similar life paths brought us to the same place. But also maybe it's the kind of thing where you are so close to someone else that it doesn't feel like there was ever a time before you knew them.","I would feel guilty if the reason they are mad is my fault. If I had done something to make them angry, like if I had teased them too harshly, and maybe they took it personally, i would feel apologetic and try to make them feel better. However, if their anger is unjustified, like if they suddenly stopped talking to me one day with no explanation, I would feel confused and also maybe a little bit guilty as well.","I would get an award for doing some groundbreaking research. I was able to get it through years of dedication to my field and through lots of toiling away in the lab, so I would be proud of myself, and I would feel like all that hard work paid off. I would feel like everything I had done in my life was worth it, but then maybe that feeling would wear off and I would go back to normal."
74765,"Without going into theology, it seems that this is a coincidence, but a rather depressing one at that. Clearly, to dream about them means that they occupy some space in your head and you most likely care deeply about them. I feel that Freud had the right idea here - it often means that there's some negative emotion you feel towards them (often guilt or something similar) and to have that dream is your mind's way of trying to fix that.","While no two people are alike, there can be certain traits, behaviors, or mannerisms that overlap from person to person. Whether you realize it or not, those things can often be found on people, and if enough of them manifest themselves in one person it could seem that you know them, even if you can't individually pick out traits and attribute them to someone you DO know.
..That or reincarnation is real or something - I'm agnostic, I have no idea which (if any) theology rings true.","People being angry with me is an exceptionally difficult situation for me - anxiety things and a rough upbringing, I suppose. I usually assume that they are mad at me and it is my fault, even if it has little to do with me or if I didn't do anything wrong. It could be something I said that upset them even if I didn't mean to do so, or it could be something that ordinarily wouldn't make them upset that I was unaware of. ","Chances are it will have been for some sort of exceptional work I've done, whether at work, in academia, or otherwise. However, I likely wouldn't feel proud of that award as I will likely feel that I do not deserve it - that is, I didn't put the required effort in, or the task wasn't all that difficult. Most of the time, the thought process is ""oh cool, I did a thing.. I guess."""
84456,"I'd believe that it was a coincidence, and that the reason for the dream taking place was either prior knowledge of the loved one's declining health or just thinking about the loved one in general. I think that the unconscious thoughts we have manifest themselves in dreams, and this would be an example of such an event.","I believe this happens when you meet someone you really connect with... there are some personalities that fit really well together, and when those people meet, they can be friends instantly, and it can be like they've known each other forever. I also think that having similar circumstances, like upbringing, hobbies, and other such things, can also elicit this feeling.","I'm imagining my friend being angry with me, for not telling him that I know that another one of our friends likes him. Although I feel bad, I feel justified in my supposed action, since it's not my place to tell him someone else's feelings. I feel like he's less angry at me, and more angry at himself for not realizing himself for so long.","I imagine I've received another award for Model United Nations. After days of debating, I was able to establish myself as the best representative of my country or person, pass the most directives, and make myself deserving of the Best Delegate award. The rush I feel when my name is called in a auditorium of thousands, with hundreds holding their breath, is unparalleled. I smile as I walk to get my award."
12753,"I think this happens because I miss my grandmother and want to see her again. This probably happens because they weren't able to communicate their love and wisdom to me in their last moments since they lived far away. I probably was busy with my own life and didn't take time to reach out to them often. I might be struggling with my studies/work, but the dream brings a comfort to me about my future.",I would probably feel this way if my conversation with the person flowed really smoothly and we shared common interests/passions. This would also probably happen if we both felt really comfortable around each other. Being on the same wavelength in terms of energy and mutual sense of warmth/connection could likely be a reason that I felt I knew this person for a long time. The person would probably make me feel comfortable sharing secrets easily and joking around without much effort.,"They're angry with me because I did something without letting them know before, like taking their clothes or going out without permission. The lack of communication and trust between each other is probably what led them to be angry with me. Since we have a close bond, they are angry that I broke their trust. I would feel somewhat guilty but if it's something they do to me too, I would feel that it's unfair and hypocritical of them to be angry with me when I rarely get as mad at them for the same thing.","I received the award for a noteworthy musical or academic competition. I was able to achieve this by putting in the work, effort, and endurance to practice and study with consistence and strategy for a long period of time. The process of building up my skills and knowledge through this time was what helped me receive the award. I feel immensely proud and jubilant that I received the award and think that it was worth all the pain and misery throughout the process to get to this point."
83773,"This could have been the spirit of this loved one coming to visit. I believe spirits are good and can impart wisdom to their loved ones and make sure they lead a good life. I would like to think they do this because they care about their loved ones and wish them to have a good rest of their life, knowing they were cared for. ",I believe that people can know each other from past lifetimes. some of that previous companionship can be crossed into this current life. Either that or this person and I have very similar life experiences and can relate to each other on a much deeper level since we have experienced a lot of the same things. ,"They are probably angry at me over something I did that upset them, or there is another reason that I can't think of. This could have been from a lack of communication, as my communication skills are lacking a lot of the time. I feel very badly about the situation, and I want to do all I can to help remedy the situation. ","I received an award for either music or biological advances. I would like to believe that I received this award for meaningful impact or for outstanding performance. I am feeling really good about receiving this award, and I feel very accomplished. "
61226,"The world works in mysterious ways. Sometimes there are things that happen that are just unexplainable. Maybe it was your subconscious knowing or some other worldly factor. I remember the night before I was leaving for college my childhood dog was giving me a lot of love and attention and constantly cuddling with me. The first morning I woke up in my dorm my mom called me that my dog was missing. It was very unlike her to just leave. Later that day, I found her and she had passed away. I realized that that night she was saying goodbye.",Sometimes there are people you meet for the first time and you just click. There is an unexplainable bond. Often times I think you see qualities in people you know and love in people you don't know at all and when you do you immediately feel comfortable because you identify with that quality from someone else. It is such a cool feeling to feel like you know someone and fundamentally their emotions even though you have only known each other for a short time.,"Someone might be angry with me because I tried to control a situation too much. I would feel frustrated because that was completely not my intention.Growing up having 3 younger siblings, I have always taken care of everyone around me but sometimes I need to let people figure out things for themselves.","I would receive an award for compassion or leadership. I love both. I don't like hyping myself up so even writing this feels a bit weird. I like to think or a strive to help and have empathy for people around me. I have always been that way. That is why I am interested in premed and potentially working in healthcare. In terms of leadership, I have run clubs in the past in high school and I am always taking initiative on group projects."
13682,"I think we dream about things in our life that are stressing us out or that we spend a lot of time thinking about. Perhaps I was concerned about my grandparent's or friend's well being, and it caused me to dream about them. Maybe it would be related to a gut feeling of thinking something's going to happen. I don't think it's like predicting the future in a dream, but I don't think it's complete coincidence either. ","If I meet someone new and have a feeling that we've know each other for a long time, I think that feeling would stem from having a lot in common with each other. It also makes me feel familiar and ""in sync"" with someone when we match each other's energy. I'd also feel like I've known that person for a long time if we openly shared things about ourselves in a friendly way. Maybe we'd find coincidences where we enjoy going to the same places or have mutual friends already. ","I imagine that someone is angry with me about something I said. Perhaps they took my words the wrong way and that caused them to be angry with me. I don't say things to make others intentionally angry at me, so I would feel upset and sad if they were angry with me. I'd want to do what I can to work through the problem and make it up to them.","I might've received an award for an academic accomplishment, perhaps a research breakthrough. I was able to achieve the award because of hard word and dedication to the cause. I'm not one to leave things unfinished, so I spend a lot of time on my research and academics with the motivation of having a successful career in the future. I feel happy and proud of myself for getting recognized for my hard work by getting the award, but I know that can't be the end of my goals so I continue working towards the next best thing. "
43639,"I think this happens because once they passed away, their spirit wanted to send you a final message before it left. It could also be that you somehow felt that they had died through your connection with them. This caused your unconscious to provide you with reassurance that everything would be okay.","I think this happened because we may have known each other in a past life. In that past life, we may have had some sort of connection that carried over into this life. This could mean that they are a platonic soulmate or a soulmate.That may cause a sense of deja vu and feeling as if you've already known each other. ",Someone might be angry with me because I began to argue about what I believed to be right. This could lead them to be angry because I was frustrated with them and had a slight attitude. It could also lead them to be angry because they don't want to admit that they are wrong. This situation makes me feel small because I am getting in trouble for expressing my idea and then being told it was wrong.,"I received an award for my academic achievements because of how hard I worked in my classes and the grades I received. After receiving this award, I felt very accomplished. It made me feel good that people recognized all the hard work I had been completing. It also gave me motivation to continue working hard."
73099,"In a physical, worldy sense of mind, I would say it could be classified as that sixth sense intuition, like a mother would have with their child, or couples would have with each other. However, as a Christian, I would believe that it is a message from that loved one themself, as GOD gave me the opportunity to hear that and feel peace. ","I would attribute this to similar brain wave patterns between us along with a sense of shared experiences. Even though everyone is unique, finding someone like that would mean you found someone who is very similar to you, cognitively and consciously. Being similar in those senses allows you to form a connection with them faster, like you would with a friend you haven't seen in a long time. ","They are angry at me because of something I did to hurt them. I may have done it unknowingly, but I still did it and I have to own up to it. If i did something similar before, it might even lead them to be even more angry with me. I would feel disappointed in myself for messing up again, but I would also feel disappointed in the other person and they would refuse to fix the situation. ","I received the award because of something that I have done or achieved, probably related to academics or possibly even athletics. I would say i was able to receive the award because it was a blessing from GOD. I would say I did have to put in the work to receive the award, but I do believe that because of that GOD decided to bless me. I would feel happy and thankful for receiving the award."
73445,"I think that this happens to a loved one that I knew was getting close to the end of their life. I knew that they would pass soon and my subconscious began to dream about this to help my brain cope with the sadness. I believe that if I was close to them, I would understand what they would want to tell me, or maybe I finally understood something that they told me years ago. This dream is probably to make me feel closer to them and give me one last positive memory before they are truly gone from the world.","I think that this happened completely on accident on a day where nothing seemed to go right for me. I would meet them after something goes wrong for the both of us and we overhear each other complain about our mutual bad luck. We then decide to go get coffee or something similar and get to know each other better. After a while, we notice our similarities and ease of conversation even though we are just strangers, and we decide to continue meeting after this.","They are angry with me because I forgot about something important to them. I tend to write down all of my assignments for a given day, but for some reason I forgot about theirs. They are angry because it seemed to them as if I did not care about them. I feel horrible after standing them up and apologize profusely. In the future I plan on doing small things that I know they love to make it up to them and let them know that I do care about them.","I just received an award for a new or improved scientific discovery that would benefit people's lives. I was able to achieve it after years of hard work on the subject that interested me alongside my team of talented and dedicated co-researchers. I feel proud about this achievement. I feel fulfilled and excited for where life takes me next, even if it is just relaxing with family."
26940,"I am personally a pretty spiritual person, so I think I would believe that the dream was sort of an angel dream or just the spirit of the person who died the night before. I think this happens when you die because a sort of spirit or your soul I guess leaves your body. I believe this happens as a final remark to your loved ones before they never see or hear you ever again. It also gives the opportunity for the dead to say one thing they have been thinking for years but never said. ","I have never personally experienced this but maybe this stranger just reminds you of someone from your past or your childhood. If I met a new friend in college and they reminded me of my best friend when I was 5 years old, they would seem almost familiar to me. I think this happens to remind us to check in on our past relationships or just relationships that have diminished slightly over the years. ","I think they could be angry at me for a multitude of things. I try to never intentionally make someone angry, but you never know what may upset someone even if it was just a small comment. Maybe I did not clean up my dishes and my roommates were mad at me for it, rightfully so, I would feel bad at first. After this feeling, I would promise to never leave dirty dishes around again and really try to clean up everytime I was in the kitchen. Sometimes I feel a little attacked when a lot of people say they are angry at me, but with this scenario, I think I would just feel sorry and apologize. ","I would hope that I received the award for my studies or research opportunities completed throughout my major and career passions. I think I would be able to achieve this award by working extremely hard in all of my classes, connecting with my professors, and seeking lots of research/internship opportunities throughout the way. I would feel so relieved that all of my hard work for four years would have paid off.  "
55797,Well I suppose one may think that they visited me before they past because they wanted to share something with me for the last time. In reality I find it to be a coincidence. I would probably take their words form the dream to heart and act like they really did say it but deep down I know I'm just hearing what I want even if it is something they would have said to me.,"Usually if you feel that you know someone for a long time it is because they are similar to you or someone you are extremely close with but you won't be able to place that until much later. I would probably brush it of as a weird feeling and not address it with that person and move forward with my day but think about it often. Maybe if I run into them again I'll think it's a ""sign"" and do something about it.",They're probably angry because I was a little too blunt or let an internal thought slip out that I probably should not have. They're angry because I said something about their younger brother without taking into consideration that he is still their family no matter how I feel about them. I wish he was better but he isn't he's quite horrible and mean. ,"I hopefully received the award for being dedicated to something. This means I have to put in a lot of time and effort into said thing. I will obviously feel relieved when I get it knowing that the time and effort I put in is being recognized and wasn't wasted. Not that I would think it was wasted if I didn't get an award.
"
64325,"I think at some base level everyone in the world is connected in some way. I also think that you having a dream about someone that just died could be happenstance. But, if it wasn't a coincidence, then i guess maybe when you die you could have a few moments to tie up loose ends.","Perhaps they could look like a friend you had when you were a kid. Perhaps you knew them in a past life if those exist. I think the most likely answer is that humans only have so many genes so a lot of people end up looking similar, so they probably just look a lot alike someone you have known for decades. I have seen people who look very similar to people I've known even though i know it isn't them.",I tend to be a pretty condescending person as in my family that is just the way we all talk to each other. Perhaps I said something to someone in a condescending tone which they cared about therefore making me insensitive. I do feel bad and have taken steps to decrease how condescending I am towards people. I would apologize to them and try to mend the relationship.  ,"I achieved getting a 4.0 at UNC. I achieved this award through hard work, and probably cutting out lots of my social life. After achieving this award I would feel proud, but looking back I would wonder whether it was all really worth it."
82545,"I would think that this happened because they wanted to say one last goodbye. It would be hard to explain, but sometimes I think that some people are just connected to one another even in death. I would be pretty happy that I got one last goodbye. I think I would also take this message to heart.","I think this could have happened due to the fact that I maybe met them before in passing or met someone who was similar to them. I would for sure ask if maybe I had met them before, either in a class or having met at some event. I usually can remember a good amount of people who I have met previously. This could mean that I felt connected to them in some way or that we had a really nice conversation. ","If someone is angry at me it could be because of something I did or said. I would say maybe I wasn't thinking all that much into what I was saying so maybe it came out weird or wrong. I know that sometimes I do have trouble with that. I would feel very anxious about the situation, I usually don't like it when someone is angry with me and it gets me pretty on edge. ",If I received an award I would want it to be for something I accomplished. I work hard for my goals so I feel like my hard work and passion would be why I achieved what I did. I would feel pretty happy and excited about receiving an award like that. It would feel like I'm actually making a different in my life.
49048,"Even though I am not a religious person and I think I believe in science, if they just died the previous night and they appeared in my dream, I still will feel that they may just want to say goodbye to me since we can't see each other anymore and I may not have enough time to come back home. I can't explain this situation, but I think it's a good dream. ","This is a true story happened to myself when I was in high school. The teacher who taught me AP Microeconomics is a person that I have this kind of sense for. I think the reasons can be that we have similar personalities, similar hobbies and similar opinions toward a thing. Thus, we even don't need to spend too much time to know each other to keep a good friendship, which can be a reason why we feel that we have known each other for decades.","If someone is angry with me, that person may be one of my parents (my mother maybe). She may be angry with me since we have different opinions regarding one issue and I don't want to listen to her advice and she thinks that what I did was wrong. That issue can be how to dealing with the relationship with others such as my best friends or just a classmate. I will feel very sad when she doesn't agree with me since from my point of view, I think my solution is ""perfect"", and I also will feel that she is not a good listener and isn't respectful to my opinions. ","If I can receive an award, I may want to have an award from the biological field. And it may because I gained some really important or great findings from the experiments in lab. I will feel really satisfied and fulfilled since this kind of award is the one that I want the most since working in the lab is one of the ideal jobs that I want to do in the future. Also, receiving an award means that I am ""successful"" to some extent in this field and it will also let me believe that making efforts is still meaningful. "
27010,"Coming from my perspective as a Christian, i would feel that is God's doing. While psycholgical phenomena/ instances like this are wildly common and can often be chalked up to things like a person's circumstances or their current environment, coincidences like these, espeically regarding sudden, unexpected deaths seem more unique. I would say this happens because of God. I can't necessarily comment on the how of this scenario, even if i did remove the religious aspect of my point of view.","in scenarios when this feeling is present it is often times you and this person either share similar life experiences or similar characteristics. in the past this has happened to me with people who i shared a sense of humor with and he is still the most important person in my life 7 years later. i think this phenomena overall can occur when you have similar values and morals as someone else, and i think personality traits can play a large part in this connection as well. ","they may be angry with me because i am not being an active listener, or i have in some way failed to demonstrate a lack of care or respect. while my intention may not have been negative, i still emotionally impacted said person and it is my thoughtlessness that leads to their anger or more accurately, their hurt. i tend to feel extreme guilt that affects my day-to-day life. especially when the person who is angry at me is someone who i hold to a high regard and they are important in my life, i tend to feel very upset and uneasy. ","i acheived the award for helping some individual or group of people in a significant way. maybe for starting up a program that impacted the lives of children. regardless, the award in related to academia rather than some athletic award. However, i think the award would be related to my leadership. i was able to achieve what brought me the award by the people i love supporting me and by the resources i (hopefully) take advantage of while at UNC. I was able to follow the path God wanted me to be on and He delivered me in that moment. I feel grateful about getting the award, although there's a possibility I'd struggle with feelings of imposter syndrome. "
87649,"I think that is most likely a product of coincidence and not anything regarding them actually speaking to you. However, if I was to experience something like this it would be something that I would carry with me for the rest of my life. When my grandmother died, although I was aware that the final time I saw her would be my last, I had a dream similar to the one described. I summed this up mostly to be my brain trying to cope with the loss of a loved one. ","I think there are people out there that share very similar experiences and life paths as you do and, upon meeting them, can share a very close bond almost immediately. I treasure relationships like this because they do seem very rare to come across. I have a friend from high school who I would consider to have an uncanny sense with. This friendship has brought me so much joy and gotten me places in my life that I never thought possible simply because he could always understand my line of reasoning. ","If someone is angry with me it is probably because I have done a poor job at keeping up with communication with them. I would feel extremely upset about this situation and would like to do everything I can to connect it again, especially if it is a close friend of mine. I have never enjoyed when people are angry or upset with me. I try my best to keep up with all my obligations, but sometimes at the cost of a friendship. ","If I received an award I would want it to be something for character and/or charisma. That sounds extremely narcissistic, but I would much rather achieve something in within the realm of Doctors Without Borders rather than for academia. I would feel elated to win an award such as this. "
46725,"Coincidence, probably. Otherwise, maybe you retroactively changed your memory of the dream when you realized that. The brain loves to feel emotion!","Well, I think that the brain notices similarities due to the fact that lots of people have similar paths in life (because of the structures of our systems). So often it may just be that someone has crossed many of the same systems as you, academia or literature or the like. Also, maybe, it's because you're looking to meet someone new. Maybe looking for new friends. Or maybe, they're just cool.",Likely it would be a miscommunication in language. Language doesn't necessarily represent the world in the same way to different people. Often times we bring in past experiences into language. So I may have said something that the other person thought was rude. I would feel bad an apologize. ,"I just received an award for writing a book. I was able to achieve it by exploring the world, language, and other people. I feel like this is the perfect time to meet other people---with traveling becoming so much easier. I felt recognized, but I don't really care about awards."
26314,"I think this happens because in some ways our  brains are connected, I also beleive in God who can maybe explain things like this. I have had this happen to me multiple times and I can't explain why this happens",I think this happened because people have actually told me when they get to be my friend or get to know me they feel really comfortable and like we have been friends forever. ,"They are angry at me because I told someone something I wasn't supposed to, or meddled in a situaton I wasn't involved with. I feel terrible about it and guilty, I didn't mean it maliciously","I just recieved an award for my company, which is a marketing firm that also helps individuals with Down syndrome get jobs and work experience.  I founded this company, and feel overjoyed and proud. "
63374,"I'm not sure how or why this would have happened. I don't believe in ghosts or an afterlife, and I also don't believe that our dreams have any real meaning. I guess I would conclude that it was all a huge coincidence, that I just happened to have a dream about that loved one on the night that they died. I can't think of any other reasoning. ","I'm a big believer in soulmates. I think there are platonic as well as romantic soulmates and that everyone has many soulmates. So if I were to meet someone who I felt like I had known for decades, I would conclude that they're one of my soulmates. I don't believe that a person will necessarily meet all of their soulmates in their lifetime, so as for the ""why"" did I meet this person, I guess I would just say I was in the right place at the right time. ","If someone is angry with me, they are probably angry because of something I did. Whatever I did to make them angry probably resulted from me experiencing feelings of anger or sadness myself. I would probably feel upset by their anger, especially if I feel like it is unwarranted. When dealing with situations like that, I tend to just sort of shut down and don't really work to solve the issue. ","If I receive an award, it's probably some sort of academic award that I received for my academic performance. I would have had achieved the award through working hard in school, doing well on assignments and exams, and working to thoroughly understand the material. I would feel very good about receiving an academic award, as I work very hard in school and it's nice to have that acknowledged. I don't necessarily need awards, however, to feel good about my efforts. "
96383,"I am raised as a catholic, so my instinct reaction would be that it was the god who sent her to me (or that it was her spirit that dropped by) so I could feel her again. I have no means to explain as to why such things happen in scientific terms, but I also believe that it is through the tie that I established with her (I am imagining my grandmother to be the one). The event that happened to her, in this case death, pulled the tie in such a way that I sense that something had happened to her. . ","We have something in common. I would first speculate something major that happened to us when we were younger such as upbringing. At a deeper level, we share similar perspectives toward world. Apart from common past experience that had a big impact on shaping our personality, we might also have similar taste for relatively surface things such as food, movies, music, fashion, etc. ","They are angry with me because they know I have been distant from them the past week. They think that I got bothered by them being a certain way at one point but I am not talking about it. They are probably angry at how I deal with such situations at times---not talking and pretending that things are ok.

I don't know how to feel about it. I think ultimately it would be ok. The time will help with both of us feeling that there may not be any specific thing that should be resolved through explicit conversations. I just know that it will be ok eventually. If it really gets in the way, I will initiate a conversation and I am pretty sure that it will go well enough. ","I received the best paper award at a conference I just submitted my paper to. I was able to achieve it due to the work that I put in not just to this specific submission but to many other submissions. I would think that if and when I get any kind of recognition in my work, it would be a result of the sum of my work I put ""towards"" my work in general. I would feel accomplished but that feeling I think will relatively short-lived. I would feel immensely grateful to other people in my circle (e.g., supportive partner, my advisor, colleagues, etc.) and probably the universe (I should say god). I would also feel a bit lucky although I don't entirely believe in luck. "
